inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
1652,331,2,306,73,2026-02-12
1653,331,3,463,34,2026-02-22
1654,331,4,234,40,2026-02-22
1655,331,5,52,68,2026-02-14
1656,332,1,225,92,2026-02-23
1657,332,2,382,25,2026-03-05
1658,332,3,387,59,2026-03-03
1659,332,4,397,36,2026-02-19
1660,332,5,279,48,2026-02-13
1661,333,1,469,30,2026-03-12
1662,333,2,341,20,2026-02-26
1663,333,3,436,36,2026-02-22
1664,333,4,443,72,2026-02-25
1665,333,5,135,67,2026-03-06
1666,334,1,224,54,2026-03-02
1667,334,2,128,48,2026-02-11
1668,334,3,372,22,2026-02-23
1669,334,4,156,61,2026-02-20
1670,334,5,334,91,2026-02-11
1671,335,1,222,58,2026-03-03
1672,335,2,27,87,2026-03-04
1673,335,3,67,75,2026-03-10
1674,335,4,6,24,2026-03-08
1675,335,5,239,69,2026-02-26
1676,336,1,391,48,2026-03-07
1677,336,2,196,21,2026-03-06
1678,336,3,228,53,2026-02-20
1679,336,4,495,99,2026-02-19
1680,336,5,395,62,2026-03-10
1681,337,1,486,96,2026-03-01
1682,337,2,395,93,2026-02-11
1683,337,3,97,93,2026-02-19
1684,337,4,265,76,2026-02-21
1685,337,5,119,82,2026-03-09
1686,338,1,225,24,2026-02-22
1687,338,2,113,75,2026-03-05
1688,338,3,152,48,2026-02-13
1689,338,4,457,46,2026-03-09
1690,338,5,284,57,2026-03-10
1691,339,1,335,86,2026-02-16
1692,339,2,134,91,2026-03-04
1693,339,3,67,40,2026-03-11
1694,339,4,20,84,2026-02-28
1695,339,5,296,29,2026-02-28
1696,340,1,119,43,2026-02-19
1697,340,2,144,37,2026-02-17
1698,340,3,27,84,2026-02-17
1699,340,4,271,83,2026-03-12
1700,340,5,80,89,2026-03-06
1701,341,1,335,82,2026-03-07
1702,341,2,363,83,2026-02-12
1703,341,3,327,48,2026-03-07
1704,341,4,169,23,2026-03-03
1705,341,5,463,96,2026-02-23
1706,342,1,441,68,2026-03-10
1707,342,2,395,64,2026-02-14
1708,342,3,418,55,2026-02-25
1709,342,4,102,63,2026-02-28
1710,342,5,177,44,2026-02-22
1711,343,1,69,27,2026-02-20
1712,343,2,91,84,2026-02-18
1713,343,3,341,24,2026-02-18
1714,343,4,432,86,2026-02-25
1715,343,5,335,75,2026-03-12
1716,344,1,387,55,2026-02-12
1717,344,2,161,24,2026-03-12
1718,344,3,139,83,2026-02-20
1719,344,4,493,27,2026-02-12
1720,344,5,81,89,2026-03-03
1721,345,1,203,70,2026-02-27
1722,345,2,92,65,2026-02-25
1723,345,3,500,46,2026-02-22
1724,345,4,194,59,2026-02-12
1725,345,5,170,62,2026-02-22
1726,346,1,371,94,2026-02-15
1727,346,2,352,55,2026-02-15
1728,346,3,422,88,2026-02-11
1729,346,4,25,88,2026-02-16
1730,346,5,18,53,2026-03-03
1731,347,1,64,68,2026-02-27
1732,347,2,236,90,2026-03-10
1733,347,3,409,60,2026-03-02
1734,347,4,495,49,2026-03-08
1735,347,5,18,92,2026-03-07
1736,348,1,69,24,2026-03-06
1737,348,2,484,72,2026-02-27
1738,348,3,369,57,2026-02-27
1739,348,4,177,59,2026-03-06
1740,348,5,14,58,2026-02-16
1741,349,1,458,52,2026-03-04
1742,349,2,410,21,2026-02-21
1743,349,3,153,28,2026-02-18
1744,349,4,408,74,2026-02-16
1745,349,5,241,51,2026-03-09
1746,350,1,398,48,2026-02-16
1747,350,2,391,31,2026-02-12
1748,350,3,351,54,2026-02-14
1749,350,4,200,41,2026-02-27
1750,350,5,400,48,2026-02-14
1751,351,1,276,23,2026-03-04
1752,351,2,176,34,2026-03-09
1753,351,3,172,24,2026-03-10
1754,351,4,106,38,2026-02-19
1755,351,5,39,48,2026-02-14
1756,352,1,391,54,2026-02-26
1757,352,2,244,21,2026-03-02
1758,352,3,260,66,2026-02-16
1759,352,4,464,56,2026-02-19
1760,352,5,345,72,2026-03-07
1761,353,1,464,47,2026-02-22
1762,353,2,352,65,2026-02-18
1763,353,3,341,74,2026-02-25
1764,353,4,288,94,2026-03-07
1765,353,5,165,40,2026-02-17
1766,354,1,242,82,2026-03-01
1767,354,2,52,65,2026-02-21
1768,354,3,139,82,2026-02-24
1769,354,4,68,40,2026-03-01
1770,354,5,303,66,2026-03-11
1771,355,1,104,24,2026-03-10
1772,355,2,305,36,2026-02-28
1773,355,3,142,36,2026-02-21
1774,355,4,402,74,2026-02-14
1775,355,5,274,73,2026-02-15
1776,356,1,394,98,2026-03-08
1777,356,2,43,98,2026-03-10
1778,356,3,474,70,2026-02-16
1779,356,4,430,100,2026-02-20
1780,356,5,394,36,2026-02-14
1781,357,1,415,96,2026-02-15
1782,357,2,268,91,2026-02-27
1783,357,3,63,36,2026-03-08
1784,357,4,307,40,2026-02-19
1785,357,5,312,37,2026-03-06
1786,358,1,27,59,2026-02-21
1787,358,2,436,57,2026-02-17
1788,358,3,477,75,2026-02-25
1789,358,4,272,74,2026-03-11
1790,358,5,391,74,2026-02-19
1791,359,1,260,100,2026-03-04
1792,359,2,430,20,2026-02-22
1793,359,3,393,28,2026-02-11
1794,359,4,154,85,2026-03-04
1795,359,5,266,59,2026-03-04
1796,360,1,378,100,2026-02-13
1797,360,2,23,98,2026-03-12
1798,360,3,17,25,2026-03-07
1799,360,4,490,98,2026-02-19
1800,360,5,126,31,2026-02-21
1801,361,1,104,81,2026-02-23
1802,361,2,13,34,2026-03-03
1803,361,3,87,31,2026-02-21
1804,361,4,226,82,2026-03-01
1805,361,5,455,34,2026-02-20
1806,362,1,168,38,2026-02-26
1807,362,2,201,94,2026-02-16
1808,362,3,418,24,2026-03-02
1809,362,4,158,91,2026-03-04
1810,362,5,164,100,2026-03-06
1811,363,1,425,59,2026-03-12
1812,363,2,407,26,2026-03-02
1813,363,3,162,46,2026-02-24
1814,363,4,296,92,2026-02-11
1815,363,5,375,70,2026-03-06
1816,364,1,174,68,2026-02-25
1817,364,2,57,94,2026-02-26
1818,364,3,284,65,2026-02-20
1819,364,4,131,65,2026-03-01
1820,364,5,264,37,2026-03-09
1821,365,1,281,40,2026-03-06
1822,365,2,102,94,2026-02-28
1823,365,3,119,37,2026-02-11
1824,365,4,408,88,2026-02-19
1825,365,5,441,96,2026-03-06
1826,366,1,165,85,2026-02-28
1827,366,2,327,41,2026-02-17
1828,366,3,271,20,2026-02-12
1829,366,4,63,71,2026-03-11
1830,366,5,151,46,2026-02-28
1831,367,1,159,82,2026-02-27
1832,367,2,368,43,2026-03-04
1833,367,3,493,79,2026-02-15
1834,367,4,473,24,2026-03-06
1835,367,5,308,27,2026-02-17
1836,368,1,321,85,2026-03-09
1837,368,2,307,90,2026-02-18
1838,368,3,409,22,2026-03-09
1839,368,4,398,68,2026-02-19
1840,368,5,385,68,2026-03-05
1841,369,1,259,53,2026-02-24
1842,369,2,231,34,2026-02-25
1843,369,3,258,81,2026-02-28
1844,369,4,44,23,2026-02-22
1845,369,5,300,100,2026-03-04
1846,370,1,435,37,2026-03-09
1847,370,2,337,49,2026-02-25
1848,370,3,456,77,2026-02-17
1849,370,4,370,79,2026-02-21
1850,370,5,107,41,2026-03-08
1851,371,1,216,29,2026-02-28
1852,371,2,263,98,2026-02-17
1853,371,3,203,89,2026-03-04
1854,371,4,59,53,2026-03-05
1855,371,5,358,82,2026-03-07
1856,372,1,295,89,2026-02-24
1857,372,2,147,56,2026-03-01
1858,372,3,168,88,2026-02-23
1859,372,4,388,74,2026-03-04
1860,372,5,418,34,2026-02-15
1861,373,1,282,83,2026-02-13
1862,373,2,194,25,2026-03-06
1863,373,3,135,66,2026-02-18
1864,373,4,76,66,2026-02-12
1865,373,5,275,94,2026-03-01
1866,374,1,370,65,2026-02-14
1867,374,2,336,64,2026-02-13
1868,374,3,229,34,2026-02-21
1869,374,4,484,21,2026-02-13
1870,374,5,384,52,2026-02-22
1871,375,1,18,47,2026-02-20
1872,375,2,35,88,2026-03-05
1873,375,3,454,55,2026-02-21
1874,375,4,78,30,2026-02-11
1875,375,5,87,29,2026-02-15
1876,376,1,168,39,2026-02-18
1877,376,2,387,76,2026-02-21
1878,376,3,138,40,2026-02-24
1879,376,4,459,33,2026-03-10
1880,376,5,331,41,2026-03-02
1881,377,1,194,69,2026-03-09
1882,377,2,265,67,2026-02-25
1883,377,3,162,44,2026-03-06
1884,377,4,163,64,2026-03-05
1885,377,5,63,59,2026-02-18
1886,378,1,116,46,2026-02-19
1887,378,2,35,27,2026-03-06
1888,378,3,25,94,2026-03-07
1889,378,4,419,76,2026-03-03
1890,378,5,136,75,2026-02-12
1891,379,1,85,85,2026-03-10
1892,379,2,333,79,2026-02-20
1893,379,3,147,51,2026-03-03
1894,379,4,486,21,2026-02-23
1895,379,5,191,87,2026-02-28
1896,380,1,231,96,2026-02-13
1897,380,2,292,46,2026-03-07
1898,380,3,306,81,2026-03-08
1899,380,4,96,52,2026-03-09
1900,380,5,499,45,2026-03-12
1901,381,1,325,51,2026-02-25
1902,381,2,59,27,2026-02-16
1903,381,3,306,64,2026-03-03
1904,381,4,67,55,2026-02-15
1905,381,5,150,39,2026-02-22
1906,382,1,312,23,2026-02-16
1907,382,2,47,55,2026-02-25
1908,382,3,121,81,2026-02-28
1909,382,4,371,96,2026-02-20
1910,382,5,137,77,2026-02-21
1911,383,1,153,93,2026-03-05
1912,383,2,101,60,2026-02-18
1913,383,3,370,38,2026-02-12
1914,383,4,271,89,2026-02-17
1915,383,5,244,88,2026-02-18
1916,384,1,246,89,2026-03-10
1917,384,2,270,54,2026-02-12
1918,384,3,440,63,2026-02-23
1919,384,4,296,20,2026-03-05
1920,384,5,329,61,2026-02-11
1921,385,1,8,83,2026-03-02
1922,385,2,138,48,2026-03-09
1923,385,3,144,98,2026-02-25
1924,385,4,435,74,2026-02-19
1925,385,5,200,60,2026-03-06
1926,386,1,13,89,2026-03-01
1927,386,2,307,27,2026-02-28
1928,386,3,68,87,2026-03-07
1929,386,4,331,27,2026-02-12
1930,386,5,317,73,2026-02-17
1931,387,1,244,77,2026-03-12
1932,387,2,250,51,2026-02-18
1933,387,3,434,59,2026-03-03
1934,387,4,471,89,2026-02-20
1935,387,5,135,59,2026-02-17
1936,388,1,315,86,2026-03-11
1937,388,2,219,31,2026-02-25
1938,388,3,199,54,2026-03-02
1939,388,4,416,52,2026-03-06
1940,388,5,485,46,2026-02-20
1941,389,1,47,94,2026-02-26
1942,389,2,245,65,2026-02-26
1943,389,3,211,24,2026-03-11
1944,389,4,225,55,2026-02-25
1945,389,5,66,81,2026-03-05
1946,390,1,99,99,2026-02-21
1947,390,2,187,54,2026-02-13
1948,390,3,206,62,2026-02-23
1949,390,4,56,71,2026-03-05
1950,390,5,265,68,2026-02-20
1951,391,1,445,26,2026-02-26
1952,391,2,81,42,2026-02-12
1953,391,3,109,30,2026-03-07
1954,391,4,78,63,2026-02-17
1955,391,5,376,61,2026-03-04
1956,392,1,232,54,2026-03-11
1957,392,2,173,61,2026-02-17
1958,392,3,320,82,2026-03-08
1959,392,4,414,79,2026-02-14
1960,392,5,243,67,2026-02-25
1961,393,1,415,65,2026-02-28
1962,393,2,428,48,2026-03-06
1963,393,3,86,88,2026-03-12
1964,393,4,28,39,2026-02-11
1965,393,5,500,78,2026-03-12
1966,394,1,17,29,2026-03-06
1967,394,2,91,55,2026-03-07
1968,394,3,403,79,2026-03-04
1969,394,4,367,32,2026-02-17
1970,394,5,299,56,2026-02-23
1971,395,1,484,99,2026-03-12
1972,395,2,75,31,2026-03-07
1973,395,3,181,62,2026-02-13
1974,395,4,400,52,2026-02-23
1975,395,5,199,97,2026-03-06
1976,396,1,293,20,2026-03-08
1977,396,2,226,76,2026-02-25
1978,396,3,435,25,2026-02-15
1979,396,4,426,51,2026-02-17
1980,396,5,32,60,2026-03-09
1981,397,1,436,86,2026-03-06
1982,397,2,356,49,2026-03-08
1983,397,3,18,98,2026-03-05
1984,397,4,7,100,2026-02-27
1985,397,5,311,25,2026-02-13
1986,398,1,487,24,2026-02-19
1987,398,2,322,37,2026-02-12
1988,398,3,139,72,2026-03-05
1989,398,4,237,42,2026-03-11
1990,398,5,384,51,2026-02-15
1991,399,1,180,57,2026-02-24
1992,399,2,410,58,2026-03-07
1993,399,3,194,69,2026-03-08
1994,399,4,237,26,2026-03-05
1995,399,5,230,62,2026-02-28
1996,400,1,432,81,2026-02-22
1997,400,2,338,81,2026-02-14
1998,400,3,259,56,2026-02-26
1999,400,4,325,63,2026-03-09
2000,400,5,320,46,2026-03-07
2001,401,1,8,35,2026-02-14
2002,401,2,329,68,2026-03-09
2003,401,3,296,65,2026-02-24
2004,401,4,500,78,2026-02-23
2005,401,5,107,74,2026-02-16
2006,402,1,379,41,2026-02-25
2007,402,2,90,98,2026-02-25
2008,402,3,44,54,2026-02-21
2009,402,4,357,87,2026-03-09
2010,402,5,395,92,2026-03-11
2011,403,1,15,49,2026-03-07
2012,403,2,267,37,2026-03-12
2013,403,3,384,95,2026-03-12
2014,403,4,202,58,2026-02-21
2015,403,5,0,59,2026-03-05
2016,404,1,177,94,2026-03-11
2017,404,2,325,61,2026-03-08
2018,404,3,474,61,2026-02-19
2019,404,4,128,50,2026-02-12
2020,404,5,405,97,2026-02-27
2021,405,1,357,59,2026-03-07
2022,405,2,211,97,2026-02-26
2023,405,3,438,22,2026-02-17
2024,405,4,236,61,2026-03-09
2025,405,5,466,80,2026-03-06
2026,406,1,411,86,2026-03-10
2027,406,2,191,71,2026-02-22
2028,406,3,105,36,2026-03-02
2029,406,4,215,50,2026-03-10
2030,406,5,334,92,2026-02-28
2031,407,1,421,91,2026-03-03
2032,407,2,35,94,2026-03-12
2033,407,3,290,35,2026-02-20
2034,407,4,312,97,2026-03-03
2035,407,5,497,64,2026-02-22
2036,408,1,78,74,2026-03-01
2037,408,2,365,24,2026-02-13
2038,408,3,62,67,2026-03-07
2039,408,4,373,60,2026-02-24
2040,408,5,120,61,2026-02-11
2041,409,1,96,76,2026-03-07
2042,409,2,356,48,2026-03-12
2043,409,3,269,54,2026-02-15
2044,409,4,223,39,2026-03-07
2045,409,5,9,39,2026-02-12
2046,410,1,102,57,2026-02-21
2047,410,2,259,32,2026-02-21
2048,410,3,206,56,2026-03-10
2049,410,4,434,95,2026-02-12
2050,410,5,450,63,2026-03-01
2051,411,1,80,87,2026-03-09
2052,411,2,99,80,2026-03-10
2053,411,3,226,75,2026-03-11
2054,411,4,178,35,2026-02-28
2055,411,5,67,69,2026-02-16
2056,412,1,356,76,2026-03-03
2057,412,2,370,100,2026-03-09
2058,412,3,187,48,2026-03-10
2059,412,4,209,47,2026-02-14
2060,412,5,487,95,2026-02-17
2061,413,1,184,79,2026-02-15
2062,413,2,459,58,2026-02-28
2063,413,3,234,81,2026-02-12
2064,413,4,77,32,2026-02-20
2065,413,5,378,81,2026-03-09
2066,414,1,285,38,2026-02-15
2067,414,2,223,56,2026-03-06
2068,414,3,55,69,2026-02-14
2069,414,4,387,77,2026-02-12
2070,414,5,221,79,2026-03-10
2071,415,1,300,63,2026-03-02
2072,415,2,184,65,2026-02-11
2073,415,3,307,53,2026-03-02
2074,415,4,379,85,2026-03-01
2075,415,5,2,23,2026-03-09
2076,416,1,406,58,2026-02-20
2077,416,2,471,67,2026-03-03
2078,416,3,111,79,2026-02-17
2079,416,4,304,84,2026-02-15
2080,416,5,182,89,2026-02-27
2081,417,1,299,57,2026-02-11
2082,417,2,428,30,2026-02-24
2083,417,3,213,30,2026-03-09
2084,417,4,429,37,2026-02-11
2085,417,5,297,24,2026-02-16
2086,418,1,412,73,2026-03-11
2087,418,2,127,48,2026-03-12
2088,418,3,66,91,2026-03-10
2089,418,4,439,90,2026-02-13
2090,418,5,393,25,2026-02-24
2091,419,1,492,64,2026-02-18
2092,419,2,101,27,2026-03-07
2093,419,3,157,35,2026-02-23
2094,419,4,423,82,2026-02-16
2095,419,5,39,87,2026-02-13
2096,420,1,441,92,2026-03-04
2097,420,2,64,82,2026-02-27
2098,420,3,320,89,2026-03-04
2099,420,4,168,49,2026-02-16
2100,420,5,250,40,2026-02-13
2101,421,1,107,99,2026-02-22
2102,421,2,77,34,2026-03-12
2103,421,3,148,92,2026-02-23
2104,421,4,4,71,2026-02-25
2105,421,5,59,43,2026-02-18
2106,422,1,335,67,2026-02-13
2107,422,2,238,52,2026-02-16
2108,422,3,330,44,2026-02-20
2109,422,4,478,65,2026-03-07
2110,422,5,370,98,2026-03-04
2111,423,1,218,30,2026-02-24
2112,423,2,150,54,2026-03-04
2113,423,3,149,57,2026-02-17
2114,423,4,432,54,2026-02-22
2115,423,5,463,26,2026-02-13
2116,424,1,106,24,2026-02-24
2117,424,2,113,61,2026-02-24
2118,424,3,220,20,2026-02-12
2119,424,4,470,47,2026-03-11
2120,424,5,42,87,2026-03-09
2121,425,1,451,65,2026-03-04
2122,425,2,466,84,2026-02-27
2123,425,3,178,100,2026-03-05
2124,425,4,41,58,2026-03-02
2125,425,5,360,28,2026-02-28
2126,426,1,98,73,2026-02-22
2127,426,2,346,64,2026-03-01
2128,426,3,87,21,2026-02-21
2129,426,4,13,45,2026-02-17
2130,426,5,248,99,2026-02-19
2131,427,1,287,34,2026-02-28
2132,427,2,98,77,2026-03-10
2133,427,3,238,89,2026-03-07
2134,427,4,325,94,2026-03-02
2135,427,5,184,34,2026-02-20
2136,428,1,136,86,2026-02-17
2137,428,2,290,93,2026-02-13
2138,428,3,500,40,2026-03-04
2139,428,4,192,40,2026-03-04
2140,428,5,66,39,2026-02-20
2141,429,1,314,38,2026-03-12
2142,429,2,12,72,2026-02-11
2143,429,3,8,92,2026-02-17
2144,429,4,40,73,2026-03-11
2145,429,5,94,41,2026-02-24
2146,430,1,409,20,2026-03-02
2147,430,2,370,64,2026-03-04
2148,430,3,84,32,2026-03-06
2149,430,4,323,21,2026-02-22
2150,430,5,449,79,2026-03-11
2151,431,1,485,80,2026-02-20
2152,431,2,131,38,2026-03-04
2153,431,3,455,37,2026-03-05
2154,431,4,19,69,2026-02-18
2155,431,5,431,87,2026-02-21
2156,432,1,81,59,2026-02-27
2157,432,2,475,73,2026-02-12
2158,432,3,159,90,2026-02-16
2159,432,4,205,69,2026-02-22
2160,432,5,496,49,2026-02-14
2161,433,1,84,88,2026-02-19
2162,433,2,334,83,2026-03-09
2163,433,3,466,93,2026-02-27
2164,433,4,14,66,2026-03-01
2165,433,5,361,82,2026-02-11
2166,434,1,419,34,2026-02-21
2167,434,2,35,63,2026-03-09
2168,434,3,477,36,2026-03-07
2169,434,4,408,37,2026-02-20
2170,434,5,280,25,2026-03-03
2171,435,1,456,30,2026-03-07
2172,435,2,123,35,2026-03-11
2173,435,3,371,74,2026-03-10
2174,435,4,267,30,2026-02-11
2175,435,5,252,38,2026-02-22
2176,436,1,226,91,2026-03-04
2177,436,2,172,30,2026-02-27
2178,436,3,193,80,2026-03-11
2179,436,4,351,58,2026-02-27
2180,436,5,270,20,2026-03-08
2181,437,1,357,72,2026-02-13
2182,437,2,154,37,2026-02-13
2183,437,3,428,62,2026-03-05
2184,437,4,277,57,2026-02-18
2185,437,5,113,21,2026-03-05
2186,438,1,301,39,2026-03-12
2187,438,2,370,86,2026-03-02
2188,438,3,254,31,2026-02-24
2189,438,4,380,53,2026-02-26
2190,438,5,481,93,2026-02-16
2191,439,1,125,58,2026-03-12
2192,439,2,273,80,2026-03-01
2193,439,3,175,100,2026-03-06
2194,439,4,341,25,2026-03-02
2195,439,5,156,42,2026-02-15
2196,440,1,215,68,2026-02-24
2197,440,2,261,67,2026-02-23
2198,440,3,134,53,2026-02-11
2199,440,4,355,31,2026-02-11
2200,440,5,437,45,2026-03-06
2201,441,1,20,50,2026-02-13
2202,441,2,320,58,2026-02-12
2203,441,3,126,87,2026-02-28
2204,441,4,395,54,2026-02-19
2205,441,5,453,78,2026-03-11
2206,442,1,486,38,2026-03-05
2207,442,2,149,62,2026-02-11
2208,442,3,368,55,2026-02-26
2209,442,4,132,99,2026-02-16
2210,442,5,395,48,2026-02-21
2211,443,1,38,63,2026-03-05
2212,443,2,434,59,2026-02-27
2213,443,3,208,42,2026-02-23
2214,443,4,61,81,2026-03-01
2215,443,5,137,29,2026-02-22
2216,444,1,302,42,2026-03-10
2217,444,2,246,91,2026-02-23
2218,444,3,294,63,2026-02-19
2219,444,4,499,36,2026-03-09
2220,444,5,134,64,2026-03-12
2221,445,1,318,57,2026-02-22
2222,445,2,119,56,2026-02-11
2223,445,3,158,79,2026-03-12
2224,445,4,99,84,2026-02-16
2225,445,5,469,88,2026-03-09
2226,446,1,338,40,2026-03-02
2227,446,2,209,58,2026-02-13
2228,446,3,218,54,2026-02-13
2229,446,4,130,55,2026-02-18
2230,446,5,496,46,2026-03-11
2231,447,1,84,61,2026-02-12
2232,447,2,365,71,2026-03-06
2233,447,3,22,99,2026-03-02
2234,447,4,221,86,2026-02-23
2235,447,5,358,41,2026-03-05
2236,448,1,445,33,2026-03-08
2237,448,2,336,50,2026-02-21
2238,448,3,419,96,2026-02-21
2239,448,4,243,67,2026-02-27
2240,448,5,262,81,2026-03-03
2241,449,1,489,61,2026-02-18
2242,449,2,160,28,2026-03-07
2243,449,3,280,34,2026-02-21
2244,449,4,207,78,2026-02-26
2245,449,5,416,91,2026-02-22
2246,450,1,329,35,2026-02-12
2247,450,2,328,71,2026-03-12
2248,450,3,82,80,2026-02-20
2249,450,4,16,98,2026-02-25
2250,450,5,161,52,2026-03-05
2251,451,1,377,24,2026-03-10
2252,451,2,257,35,2026-02-13
2253,451,3,159,21,2026-02-24
2254,451,4,95,94,2026-02-12
2255,451,5,199,42,2026-02-20
2256,452,1,235,48,2026-02-22
2257,452,2,217,30,2026-03-04
2258,452,3,283,92,2026-02-14
2259,452,4,109,40,2026-02-18
2260,452,5,247,28,2026-02-14
2261,453,1,93,66,2026-02-15
2262,453,2,237,99,2026-02-28
2263,453,3,422,38,2026-03-01
2264,453,4,171,81,2026-02-17
2265,453,5,152,92,2026-02-21
2266,454,1,62,38,2026-02-19
2267,454,2,315,50,2026-02-17
2268,454,3,319,93,2026-02-24
2269,454,4,476,35,2026-02-22
2270,454,5,149,55,2026-03-04
2271,455,1,43,87,2026-03-09
2272,455,2,305,69,2026-02-22
2273,455,3,200,31,2026-02-26
2274,455,4,399,60,2026-02-23
2275,455,5,403,68,2026-02-14
2276,456,1,183,38,2026-02-27
2277,456,2,314,54,2026-02-17
2278,456,3,29,24,2026-03-11
2279,456,4,26,79,2026-02-15
2280,456,5,93,44,2026-03-01
2281,457,1,453,49,2026-02-28
2282,457,2,426,47,2026-02-14
2283,457,3,231,64,2026-03-05
2284,457,4,237,59,2026-03-12
2285,457,5,342,49,2026-03-04
2286,458,1,100,43,2026-03-05
2287,458,2,441,56,2026-02-19
2288,458,3,315,91,2026-02-26
2289,458,4,425,62,2026-02-20
2290,458,5,276,45,2026-02-22
2291,459,1,363,28,2026-02-12
2292,459,2,392,45,2026-02-11
2293,459,3,319,92,2026-03-06
2294,459,4,51,87,2026-03-01
2295,459,5,426,46,2026-02-26
2296,460,1,229,99,2026-03-07
2297,460,2,232,63,2026-03-05
2298,460,3,17,21,2026-03-02
2299,460,4,125,22,2026-03-01
2300,460,5,388,63,2026-02-12
2301,461,1,246,31,2026-03-05
2302,461,2,324,27,2026-02-28
2303,461,3,61,70,2026-02-24
2304,461,4,145,63,2026-02-14
2305,461,5,221,62,2026-02-18
2306,462,1,211,32,2026-02-19
2307,462,2,135,84,2026-02-28
2308,462,3,464,27,2026-02-23
2309,462,4,401,77,2026-02-24
2310,462,5,344,77,2026-02-20
2311,463,1,350,26,2026-02-21
2312,463,2,186,86,2026-02-28
2313,463,3,31,21,2026-03-10
2314,463,4,80,45,2026-03-01
2315,463,5,41,85,2026-03-04
2316,464,1,306,93,2026-03-09
2317,464,2,456,50,2026-02-28
2318,464,3,474,87,2026-02-13
2319,464,4,18,85,2026-02-25
2320,464,5,350,25,2026-02-22
2321,465,1,161,41,2026-03-01
2322,465,2,349,54,2026-02-11
2323,465,3,2,22,2026-03-02
2324,465,4,134,63,2026-02-22
2325,465,5,163,56,2026-02-14
2326,466,1,480,59,2026-02-11
2327,466,2,75,73,2026-03-04
2328,466,3,242,41,2026-03-03
2329,466,4,267,63,2026-02-18
2330,466,5,442,49,2026-02-22
2331,467,1,216,60,2026-02-11
2332,467,2,393,31,2026-02-28
2333,467,3,486,37,2026-03-08
2334,467,4,449,52,2026-03-12
2335,467,5,497,23,2026-03-08
2336,468,1,289,63,2026-03-04
2337,468,2,387,39,2026-02-19
2338,468,3,165,84,2026-03-12
2339,468,4,235,86,2026-02-13
2340,468,5,458,66,2026-02-28
2341,469,1,428,32,2026-02-24
2342,469,2,393,78,2026-03-06
2343,469,3,30,47,2026-03-05
2344,469,4,230,66,2026-03-03
2345,469,5,326,56,2026-03-04
2346,470,1,499,74,2026-02-19
2347,470,2,401,53,2026-02-15
2348,470,3,133,34,2026-02-11
2349,470,4,177,83,2026-03-06
2350,470,5,212,36,2026-02-16
2351,471,1,185,23,2026-02-23
2352,471,2,291,39,2026-02-26
2353,471,3,301,85,2026-03-05
2354,471,4,55,44,2026-03-09
2355,471,5,231,90,2026-02-20
2356,472,1,255,46,2026-02-19
2357,472,2,499,24,2026-02-21
2358,472,3,406,32,2026-03-07
2359,472,4,195,86,2026-03-06
2360,472,5,199,54,2026-02-16
2361,473,1,372,51,2026-02-27
2362,473,2,24,78,2026-02-22
2363,473,3,203,78,2026-02-21
2364,473,4,356,77,2026-03-07
2365,473,5,460,64,2026-03-07
2366,474,1,335,52,2026-03-09
2367,474,2,396,100,2026-02-17
2368,474,3,110,90,2026-03-01
2369,474,4,221,93,2026-03-09
2370,474,5,396,37,2026-02-26
2371,475,1,46,76,2026-03-07
2372,475,2,114,55,2026-02-22
2373,475,3,217,69,2026-03-03
2374,475,4,476,51,2026-02-23
2375,475,5,489,81,2026-03-01
2376,476,1,2,44,2026-02-17
2377,476,2,307,42,2026-02-18
2378,476,3,367,98,2026-02-21
2379,476,4,168,86,2026-02-13
2380,476,5,287,70,2026-03-07
2381,477,1,175,36,2026-03-09
2382,477,2,164,52,2026-02-16
2383,477,3,243,60,2026-02-18
2384,477,4,481,38,2026-02-19
2385,477,5,259,33,2026-03-02
2386,478,1,335,63,2026-02-16
2387,478,2,80,53,2026-02-19
2388,478,3,411,21,2026-03-04
2389,478,4,175,67,2026-02-16
2390,478,5,12,94,2026-03-04
2391,479,1,319,20,2026-02-25
2392,479,2,180,85,2026-02-21
2393,479,3,95,93,2026-02-14
2394,479,4,333,85,2026-02-27
2395,479,5,339,94,2026-03-02
2396,480,1,361,70,2026-02-22
2397,480,2,302,83,2026-02-14
2398,480,3,449,83,2026-02-20
2399,480,4,33,59,2026-03-04
2400,480,5,161,84,2026-03-01
2401,481,1,326,30,2026-03-08
2402,481,2,431,77,2026-03-07
2403,481,3,335,46,2026-02-13
2404,481,4,411,54,2026-02-27
2405,481,5,37,90,2026-03-09
2406,482,1,493,79,2026-03-01
2407,482,2,486,65,2026-02-20
2408,482,3,373,99,2026-02-14
2409,482,4,331,59,2026-03-10
2410,482,5,243,49,2026-02-23
2411,483,1,122,78,2026-02-21
2412,483,2,68,72,2026-02-11
2413,483,3,209,61,2026-03-01
2414,483,4,264,48,2026-03-11
2415,483,5,5,46,2026-03-05
2416,484,1,0,52,2026-03-06
2417,484,2,31,69,2026-03-01
2418,484,3,183,47,2026-02-11
2419,484,4,346,80,2026-02-25
2420,484,5,98,31,2026-02-25
2421,485,1,224,36,2026-02-26
2422,485,2,75,67,2026-03-02
2423,485,3,194,76,2026-02-11
2424,485,4,121,97,2026-02-28
2425,485,5,387,74,2026-02-22
2426,486,1,14,22,2026-02-26
